"Time";"N101,u"
 1.602000E-01 ;-2.343515E-03
 1.603000E-01 ;-2.115484E-03
 1.604000E-01 ;-1.886986E-03
 1.605000E-01 ;-1.658197E-03
 1.606000E-01 ;-1.429261E-03
 1.607000E-01 ;-1.200290E-03
 1.608000E-01 ;-9.713700E-04
 1.609000E-01 ;-7.425624E-04
 1.610000E-01 ;-5.139119E-04
 1.611000E-01 ;-2.854490E-04
 1.612000E-01 ;-5.719489E-05
 1.613000E-01 ; 1.708348E-04
 1.614000E-01 ; 3.986251E-04
 1.615000E-01 ; 6.261578E-04
 1.616000E-01 ; 8.534072E-04
 1.617000E-01 ; 1.080336E-03
 1.618000E-01 ; 1.306890E-03
 1.619000E-01 ; 1.532996E-03
 1.620000E-01 ; 1.758557E-03
 1.621000E-01 ; 1.983448E-03
 1.622000E-01 ; 2.207511E-03
 1.623000E-01 ; 2.430554E-03
 1.624000E-01 ; 2.652346E-03
 1.625000E-01 ; 2.872615E-03
 1.626000E-01 ; 3.091044E-03
 1.627000E-01 ; 3.307269E-03
 1.628000E-01 ; 3.520879E-03
 1.629000E-01 ; 3.731413E-03
 1.630000E-01 ; 3.938362E-03
 1.631000E-01 ; 4.141167E-03
 1.632000E-01 ; 4.339223E-03
 1.633000E-01 ; 4.531882E-03
 1.634000E-01 ; 4.718455E-03
 1.635000E-01 ; 4.898219E-03
 1.636000E-01 ; 5.070422E-03
 1.637000E-01 ; 5.234294E-03
 1.638000E-01 ; 5.389053E-03
 1.639000E-01 ; 5.533916E-03
 1.640000E-01 ; 5.668110E-03
 1.641000E-01 ; 5.790884E-03
 1.642000E-01 ; 5.901523E-03
 1.643000E-01 ; 5.999357E-03
 1.644000E-01 ; 6.083775E-03
 1.645000E-01 ; 6.154238E-03
 1.646000E-01 ; 6.210286E-03
 1.647000E-01 ; 6.251552E-03
 1.648000E-01 ; 6.277764E-03
 1.649000E-01 ; 6.288759E-03
 1.650000E-01 ; 6.284476E-03
 1.651000E-01 ; 6.264967E-03
 1.652000E-01 ; 6.230390E-03
 1.653000E-01 ; 6.181008E-03
 1.654000E-01 ; 6.117183E-03
 1.655000E-01 ; 6.039371E-03
 1.656000E-01 ; 5.948106E-03
 1.657000E-01 ; 5.843999E-03
 1.658000E-01 ; 5.727719E-03
 1.659000E-01 ; 5.599984E-03
 1.660000E-01 ; 5.461549E-03
 1.661000E-01 ; 5.313193E-03
 1.662000E-01 ; 5.155706E-03
 1.663000E-01 ; 4.989881E-03
 1.664000E-01 ; 4.816501E-03
 1.665000E-01 ; 4.636331E-03
 1.666000E-01 ; 4.450110E-03
 1.667000E-01 ; 4.258544E-03
 1.668000E-01 ; 4.062300E-03
 1.669000E-01 ; 3.862003E-03
 1.670000E-01 ; 3.658232E-03
 1.671000E-01 ; 3.451520E-03
 1.672000E-01 ; 3.242349E-03
 1.673000E-01 ; 3.031155E-03
 1.674000E-01 ; 2.818324E-03
 1.675000E-01 ; 2.604196E-03
 1.676000E-01 ; 2.389068E-03
 1.677000E-01 ; 2.173195E-03
 1.678000E-01 ; 1.956791E-03
 1.679000E-01 ; 1.740034E-03
 1.680000E-01 ; 1.523072E-03
 1.681000E-01 ; 1.306022E-03
 1.682000E-01 ; 1.088974E-03
 1.683000E-01 ; 8.719970E-04
 1.684000E-01 ; 6.551430E-04
 1.685000E-01 ; 4.384475E-04
 1.686000E-01 ; 2.219358E-04
 1.687000E-01 ; 5.625756E-06
 1.688000E-01 ;-2.104684E-04
 1.689000E-01 ;-4.263325E-04
 1.690000E-01 ;-6.419484E-04
 1.691000E-01 ;-8.572910E-04
 1.692000E-01 ;-1.072324E-03
 1.693000E-01 ;-1.286998E-03
 1.694000E-01 ;-1.501244E-03
 1.695000E-01 ;-1.714973E-03
 1.696000E-01 ;-1.928071E-03
 1.697000E-01 ;-2.140396E-03
 1.698000E-01 ;-2.351777E-03
 1.699000E-01 ;-2.562007E-03
 1.700000E-01 ;-2.770843E-03
 1.701000E-01 ;-2.978007E-03
 1.702000E-01 ;-3.183175E-03
 1.703000E-01 ;-3.385986E-03
 1.704000E-01 ;-3.586034E-03
 1.705000E-01 ;-3.782870E-03
 1.706000E-01 ;-3.976003E-03
 1.707000E-01 ;-4.164901E-03
 1.708000E-01 ;-4.348993E-03
 1.709000E-01 ;-4.527672E-03
 1.710000E-01 ;-4.700299E-03
 1.711000E-01 ;-4.866208E-03
 1.712000E-01 ;-5.024716E-03
 1.713000E-01 ;-5.175123E-03
 1.714000E-01 ;-5.316727E-03
 1.715000E-01 ;-5.448830E-03
 1.716000E-01 ;-5.570749E-03
 1.717000E-01 ;-5.681824E-03
 1.718000E-01 ;-5.781431E-03
 1.719000E-01 ;-5.868992E-03
 1.720000E-01 ;-5.943983E-03
 1.721000E-01 ;-6.005949E-03
 1.722000E-01 ;-6.054504E-03
 1.723000E-01 ;-6.089348E-03
 1.724000E-01 ;-6.110266E-03
 1.725000E-01 ;-6.117135E-03
 1.726000E-01 ;-6.109927E-03
 1.727000E-01 ;-6.088709E-03
 1.728000E-01 ;-6.053642E-03
 1.729000E-01 ;-6.004976E-03
 1.730000E-01 ;-5.943050E-03
 1.731000E-01 ;-5.868278E-03
 1.732000E-01 ;-5.781148E-03
 1.733000E-01 ;-5.682209E-03
 1.734000E-01 ;-5.572064E-03
 1.735000E-01 ;-5.451357E-03
 1.736000E-01 ;-5.320763E-03
 1.737000E-01 ;-5.180982E-03
 1.738000E-01 ;-5.032721E-03
 1.739000E-01 ;-4.876691E-03
 1.740000E-01 ;-4.713596E-03
 1.741000E-01 ;-4.544125E-03
 1.742000E-01 ;-4.368946E-03
 1.743000E-01 ;-4.188698E-03
 1.744000E-01 ;-4.003988E-03
 1.745000E-01 ;-3.815387E-03
 1.746000E-01 ;-3.623427E-03
 1.747000E-01 ;-3.428599E-03
 1.748000E-01 ;-3.231351E-03
 1.749000E-01 ;-3.032088E-03
 1.750000E-01 ;-2.831176E-03
 1.751000E-01 ;-2.628937E-03
 1.752000E-01 ;-2.425655E-03
 1.753000E-01 ;-2.221575E-03
 1.754000E-01 ;-2.016909E-03
 1.755000E-01 ;-1.811833E-03
 1.756000E-01 ;-1.606496E-03
 1.757000E-01 ;-1.401017E-03
 1.758000E-01 ;-1.195492E-03
 1.759000E-01 ;-9.899962E-04
 1.760000E-01 ;-7.845863E-04
 1.761000E-01 ;-5.793037E-04
 1.762000E-01 ;-3.741783E-04
 1.763000E-01 ;-1.692313E-04
 1.764000E-01 ; 3.552200E-05
 1.765000E-01 ; 2.400683E-04
 1.766000E-01 ; 4.443939E-04
 1.767000E-01 ; 6.484813E-04
 1.768000E-01 ; 8.523064E-04
 1.769000E-01 ; 1.055835E-03
 1.770000E-01 ; 1.259021E-03
 1.771000E-01 ; 1.461801E-03
 1.772000E-01 ; 1.664095E-03
 1.773000E-01 ; 1.865799E-03
 1.774000E-01 ; 2.066789E-03
 1.775000E-01 ; 2.266910E-03
 1.776000E-01 ; 2.465980E-03
 1.777000E-01 ; 2.663786E-03
 1.778000E-01 ; 2.860081E-03
 1.779000E-01 ; 3.054584E-03
 1.780000E-01 ; 3.246976E-03
 1.781000E-01 ; 3.436902E-03
 1.782000E-01 ; 3.623971E-03
 1.783000E-01 ; 3.807752E-03
 1.784000E-01 ; 3.987780E-03
 1.785000E-01 ; 4.163556E-03
 1.786000E-01 ; 4.334546E-03
 1.787000E-01 ; 4.500190E-03
 1.788000E-01 ; 4.659902E-03
 1.789000E-01 ; 4.813075E-03
 1.790000E-01 ; 4.959090E-03
 1.791000E-01 ; 5.097320E-03
 1.792000E-01 ; 5.227137E-03
 1.793000E-01 ; 5.347923E-03
 1.794000E-01 ; 5.459075E-03
 1.795000E-01 ; 5.560014E-03
 1.796000E-01 ; 5.650199E-03
 1.797000E-01 ; 5.729128E-03
 1.798000E-01 ; 5.796354E-03
 1.799000E-01 ; 5.851485E-03
 1.800000E-01 ; 5.894201E-03
 1.801000E-01 ; 5.924248E-03
 1.802000E-01 ; 5.941456E-03
 1.803000E-01 ; 5.945729E-03
 1.804000E-01 ; 5.937057E-03
 1.805000E-01 ; 5.915513E-03
 1.806000E-01 ; 5.881249E-03
 1.807000E-01 ; 5.834497E-03
 1.808000E-01 ; 5.775563E-03
 1.809000E-01 ; 5.704821E-03
 1.810000E-01 ; 5.622706E-03
 1.811000E-01 ; 5.529710E-03
 1.812000E-01 ; 5.426369E-03
 1.813000E-01 ; 5.313256E-03
 1.814000E-01 ; 5.190974E-03
 1.815000E-01 ; 5.060145E-03
 1.816000E-01 ; 4.921402E-03
 1.817000E-01 ; 4.775380E-03
 1.818000E-01 ; 4.622712E-03
 1.819000E-01 ; 4.464017E-03
 1.820000E-01 ; 4.299899E-03
 1.821000E-01 ; 4.130937E-03
 1.822000E-01 ; 3.957685E-03
 1.823000E-01 ; 3.780665E-03
 1.824000E-01 ; 3.600366E-03
 1.825000E-01 ; 3.417242E-03
 1.826000E-01 ; 3.231712E-03
 1.827000E-01 ; 3.044155E-03
 1.828000E-01 ; 2.854916E-03
 1.829000E-01 ; 2.664304E-03
 1.830000E-01 ; 2.472591E-03
 1.831000E-01 ; 2.280016E-03
 1.832000E-01 ; 2.086786E-03
 1.833000E-01 ; 1.893079E-03
 1.834000E-01 ; 1.699045E-03
 1.835000E-01 ; 1.504808E-03
 1.836000E-01 ; 1.310468E-03
 1.837000E-01 ; 1.116107E-03
 1.838000E-01 ; 9.217889E-04
 1.839000E-01 ; 7.275606E-04
 1.840000E-01 ; 5.334581E-04
 1.841000E-01 ; 3.395072E-04
 1.842000E-01 ; 1.457264E-04
 1.843000E-01 ;-4.787001E-05
 1.844000E-01 ;-2.412699E-04
 1.845000E-01 ;-4.344602E-04
 1.846000E-01 ;-6.274247E-04
 1.847000E-01 ;-8.201411E-04
 1.848000E-01 ;-1.012579E-03
 1.849000E-01 ;-1.204696E-03
 1.850000E-01 ;-1.396439E-03
 1.851000E-01 ;-1.587734E-03
 1.852000E-01 ;-1.778495E-03
 1.853000E-01 ;-1.968610E-03
 1.854000E-01 ;-2.157948E-03
 1.855000E-01 ;-2.346350E-03
 1.856000E-01 ;-2.533633E-03
 1.857000E-01 ;-2.719585E-03
 1.858000E-01 ;-2.903963E-03
 1.859000E-01 ;-3.086493E-03
 1.860000E-01 ;-3.266870E-03
 1.861000E-01 ;-3.444757E-03
 1.862000E-01 ;-3.619783E-03
 1.863000E-01 ;-3.791547E-03
 1.864000E-01 ;-3.959616E-03
 1.865000E-01 ;-4.123529E-03
 1.866000E-01 ;-4.282798E-03
 1.867000E-01 ;-4.436912E-03
 1.868000E-01 ;-4.585340E-03
 1.869000E-01 ;-4.727536E-03
 1.870000E-01 ;-4.862944E-03
 1.871000E-01 ;-4.991003E-03
 1.872000E-01 ;-5.111157E-03
 1.873000E-01 ;-5.222857E-03
 1.874000E-01 ;-5.325571E-03
 1.875000E-01 ;-5.418789E-03
 1.876000E-01 ;-5.502037E-03
 1.877000E-01 ;-5.574875E-03
 1.878000E-01 ;-5.636912E-03
 1.879000E-01 ;-5.687808E-03
 1.880000E-01 ;-5.727280E-03
 1.881000E-01 ;-5.755112E-03
 1.882000E-01 ;-5.771151E-03
 1.883000E-01 ;-5.775316E-03
 1.884000E-01 ;-5.767597E-03
 1.885000E-01 ;-5.748055E-03
 1.886000E-01 ;-5.716823E-03
 1.887000E-01 ;-5.674100E-03
 1.888000E-01 ;-5.620152E-03
 1.889000E-01 ;-5.555304E-03
 1.890000E-01 ;-5.479936E-03
 1.891000E-01 ;-5.394475E-03
 1.892000E-01 ;-5.299392E-03
 1.893000E-01 ;-5.195190E-03
 1.894000E-01 ;-5.082401E-03
 1.895000E-01 ;-4.961574E-03
 1.896000E-01 ;-4.833271E-03
 1.897000E-01 ;-4.698060E-03
 1.898000E-01 ;-4.556506E-03
 1.899000E-01 ;-4.409168E-03
 1.900000E-01 ;-4.256592E-03
 1.901000E-01 ;-4.099305E-03
 1.902000E-01 ;-3.937813E-03
 1.903000E-01 ;-3.772599E-03
 1.904000E-01 ;-3.604115E-03
 1.905000E-01 ;-3.432785E-03
 1.906000E-01 ;-3.259004E-03
 1.907000E-01 ;-3.083131E-03
 1.908000E-01 ;-2.905498E-03
 1.909000E-01 ;-2.726402E-03
 1.910000E-01 ;-2.546108E-03
 1.911000E-01 ;-2.364855E-03
 1.912000E-01 ;-2.182849E-03
 1.913000E-01 ;-2.000271E-03
 1.914000E-01 ;-1.817276E-03
 1.915000E-01 ;-1.633994E-03
 1.916000E-01 ;-1.450534E-03
 1.917000E-01 ;-1.266987E-03
 1.918000E-01 ;-1.083424E-03
 1.919000E-01 ;-8.999009E-04
 1.920000E-01 ;-7.164625E-04
 1.921000E-01 ;-5.331411E-04
 1.922000E-01 ;-3.499606E-04
 1.923000E-01 ;-1.669388E-04
 1.924000E-01 ; 1.591073E-05
 1.925000E-01 ; 1.985765E-04
 1.926000E-01 ; 3.810467E-04
 1.927000E-01 ; 5.633070E-04
 1.928000E-01 ; 7.453384E-04
 1.929000E-01 ; 9.271153E-04
 1.930000E-01 ; 1.108603E-03
 1.931000E-01 ; 1.289756E-03
 1.932000E-01 ; 1.470516E-03
 1.933000E-01 ; 1.650809E-03
 1.934000E-01 ; 1.830545E-03
 1.935000E-01 ; 2.009613E-03
 1.936000E-01 ; 2.187883E-03
 1.937000E-01 ; 2.365203E-03
 1.938000E-01 ; 2.541396E-03
 1.939000E-01 ; 2.716261E-03
 1.940000E-01 ; 2.889569E-03
 1.941000E-01 ; 3.061065E-03
 1.942000E-01 ; 3.230466E-03
 1.943000E-01 ; 3.397462E-03
 1.944000E-01 ; 3.561712E-03
 1.945000E-01 ; 3.722852E-03
 1.946000E-01 ; 3.880490E-03
 1.947000E-01 ; 4.034208E-03
 1.948000E-01 ; 4.183569E-03
 1.949000E-01 ; 4.328114E-03
 1.950000E-01 ; 4.467368E-03
 1.951000E-01 ; 4.600844E-03
 1.952000E-01 ; 4.728048E-03
 1.953000E-01 ; 4.848480E-03
 1.954000E-01 ; 4.961647E-03
 1.955000E-01 ; 5.067059E-03
 1.956000E-01 ; 5.164245E-03
 1.957000E-01 ; 5.252751E-03
 1.958000E-01 ; 5.332151E-03
 1.959000E-01 ; 5.402054E-03
 1.960000E-01 ; 5.462104E-03
 1.961000E-01 ; 5.511994E-03
 1.962000E-01 ; 5.551463E-03
 1.963000E-01 ; 5.580305E-03
 1.964000E-01 ; 5.598372E-03
 1.965000E-01 ; 5.605575E-03
 1.966000E-01 ; 5.601886E-03
 1.967000E-01 ; 5.587341E-03
 1.968000E-01 ; 5.562034E-03
 1.969000E-01 ; 5.526123E-03
 1.970000E-01 ; 5.479819E-03
 1.971000E-01 ; 5.423389E-03
 1.972000E-01 ; 5.357150E-03
 1.973000E-01 ; 5.281462E-03
 1.974000E-01 ; 5.196725E-03
 1.975000E-01 ; 5.103370E-03
 1.976000E-01 ; 5.001857E-03
 1.977000E-01 ; 4.892666E-03
 1.978000E-01 ; 4.776290E-03
 1.979000E-01 ; 4.653233E-03
 1.980000E-01 ; 4.523998E-03
 1.981000E-01 ; 4.389089E-03
 1.982000E-01 ; 4.248999E-03
 1.983000E-01 ; 4.104210E-03
 1.984000E-01 ; 3.955189E-03
 1.985000E-01 ; 3.802383E-03
 1.986000E-01 ; 3.646217E-03
 1.987000E-01 ; 3.487091E-03
 1.988000E-01 ; 3.325381E-03
 1.989000E-01 ; 3.161436E-03
 1.990000E-01 ; 2.995577E-03
 1.991000E-01 ; 2.828097E-03
 1.992000E-01 ; 2.659262E-03
 1.993000E-01 ; 2.489312E-03
 1.994000E-01 ; 2.318459E-03
 1.995000E-01 ; 2.146893E-03
 1.996000E-01 ; 1.974776E-03
 1.997000E-01 ; 1.802252E-03
 1.998000E-01 ; 1.629440E-03
 1.999000E-01 ; 1.456443E-03
 2.000000E-01 ; 1.283346E-03
 2.001000E-01 ; 1.110217E-03
 2.002000E-01 ; 9.371109E-04
 2.003000E-01 ; 7.640710E-04
 2.004000E-01 ; 5.911303E-04
 2.005000E-01 ; 4.183135E-04
 2.006000E-01 ; 2.456392E-04
 2.007000E-01 ; 7.312117E-05
 2.008000E-01 ;-9.922896E-05
 2.009000E-01 ;-2.714005E-04
 2.010000E-01 ;-4.433817E-04
 2.011000E-01 ;-6.151577E-04
 2.012000E-01 ;-7.867090E-04
 2.013000E-01 ;-9.580095E-04
 2.014000E-01 ;-1.129025E-03
 2.015000E-01 ;-1.299710E-03
 2.016000E-01 ;-1.470010E-03
 2.017000E-01 ;-1.639854E-03
 2.018000E-01 ;-1.809158E-03
 2.019000E-01 ;-1.977820E-03
 2.020000E-01 ;-2.145721E-03
 2.021000E-01 ;-2.312721E-03
 2.022000E-01 ;-2.478661E-03
 2.023000E-01 ;-2.643360E-03
 2.024000E-01 ;-2.806613E-03
 2.025000E-01 ;-2.968192E-03
 2.026000E-01 ;-3.127846E-03
 2.027000E-01 ;-3.285299E-03
 2.028000E-01 ;-3.440252E-03
 2.029000E-01 ;-3.592382E-03
 2.030000E-01 ;-3.741343E-03
 2.031000E-01 ;-3.886769E-03
 2.032000E-01 ;-4.028273E-03
 2.033000E-01 ;-4.165452E-03
 2.034000E-01 ;-4.297889E-03
 2.035000E-01 ;-4.425152E-03
 2.036000E-01 ;-4.546807E-03
 2.037000E-01 ;-4.662410E-03
 2.038000E-01 ;-4.771521E-03
 2.039000E-01 ;-4.873706E-03
 2.040000E-01 ;-4.968539E-03
 2.041000E-01 ;-5.055611E-03
 2.042000E-01 ;-5.134532E-03
 2.043000E-01 ;-5.204942E-03
 2.044000E-01 ;-5.266506E-03
 2.045000E-01 ;-5.318931E-03
 2.046000E-01 ;-5.361961E-03
 2.047000E-01 ;-5.395384E-03
 2.048000E-01 ;-5.419037E-03
 2.049000E-01 ;-5.432807E-03
 2.050000E-01 ;-5.436633E-03
 2.051000E-01 ;-5.430505E-03
 2.052000E-01 ;-5.414470E-03
 2.053000E-01 ;-5.388624E-03
 2.054000E-01 ;-5.353117E-03
 2.055000E-01 ;-5.308146E-03
 2.056000E-01 ;-5.253954E-03
 2.057000E-01 ;-5.190827E-03
 2.058000E-01 ;-5.119086E-03
 2.059000E-01 ;-5.039088E-03
 2.060000E-01 ;-4.951217E-03
 2.061000E-01 ;-4.855881E-03
 2.062000E-01 ;-4.753505E-03
 2.063000E-01 ;-4.644525E-03
 2.064000E-01 ;-4.529388E-03
 2.065000E-01 ;-4.408540E-03
 2.066000E-01 ;-4.282428E-03
 2.067000E-01 ;-4.151493E-03
 2.068000E-01 ;-4.016163E-03
 2.069000E-01 ;-3.876857E-03
 2.070000E-01 ;-3.733976E-03
 2.071000E-01 ;-3.587902E-03
 2.072000E-01 ;-3.439000E-03
 2.073000E-01 ;-3.287609E-03
 2.074000E-01 ;-3.134049E-03
 2.075000E-01 ;-2.978615E-03
 2.076000E-01 ;-2.821578E-03
 2.077000E-01 ;-2.663186E-03
 2.078000E-01 ;-2.503663E-03
 2.079000E-01 ;-2.343211E-03
 2.080000E-01 ;-2.182008E-03
 2.081000E-01 ;-2.020215E-03
 2.082000E-01 ;-1.857968E-03
 2.083000E-01 ;-1.695387E-03
 2.084000E-01 ;-1.532574E-03
 2.085000E-01 ;-1.369616E-03
 2.086000E-01 ;-1.206584E-03
 2.087000E-01 ;-1.043536E-03
 2.088000E-01 ;-8.805195E-04
 2.089000E-01 ;-7.175709E-04
 2.090000E-01 ;-5.547189E-04
 2.091000E-01 ;-3.919853E-04
 2.092000E-01 ;-2.293865E-04
 2.093000E-01 ;-6.693524E-05
 2.094000E-01 ; 9.535779E-05
 2.095000E-01 ; 2.574826E-04
 2.096000E-01 ; 4.194282E-04
 2.097000E-01 ; 5.811811E-04
 2.098000E-01 ; 7.427239E-04
 2.099000E-01 ; 9.040337E-04
 2.100000E-01 ; 1.065080E-03
 2.101000E-01 ; 1.225826E-03
 2.102000E-01 ; 1.386222E-03
 2.103000E-01 ; 1.546210E-03
 2.104000E-01 ; 1.705716E-03
 2.105000E-01 ; 1.864656E-03
 2.106000E-01 ; 2.022927E-03
 2.107000E-01 ; 2.180414E-03
 2.108000E-01 ; 2.336979E-03
 2.109000E-01 ; 2.492471E-03
 2.110000E-01 ; 2.646717E-03
 2.111000E-01 ; 2.799524E-03
 2.112000E-01 ; 2.950680E-03
 2.113000E-01 ; 3.099952E-03
 2.114000E-01 ; 3.247086E-03
 2.115000E-01 ; 3.391807E-03
 2.116000E-01 ; 3.533822E-03
 2.117000E-01 ; 3.672819E-03
 2.118000E-01 ; 3.808466E-03
 2.119000E-01 ; 3.940417E-03
 2.120000E-01 ; 4.068312E-03
 2.121000E-01 ; 4.191777E-03
 2.122000E-01 ; 4.310433E-03
 2.123000E-01 ; 4.423890E-03
 2.124000E-01 ; 4.531759E-03
 2.125000E-01 ; 4.633652E-03
 2.126000E-01 ; 4.729183E-03
 2.127000E-01 ; 4.817980E-03
 2.128000E-01 ; 4.899680E-03
 2.129000E-01 ; 4.973941E-03
 2.130000E-01 ; 5.040443E-03
 2.131000E-01 ; 5.098891E-03
 2.132000E-01 ; 5.149023E-03
 2.133000E-01 ; 5.190608E-03
 2.134000E-01 ; 5.223456E-03
 2.135000E-01 ; 5.247416E-03
 2.136000E-01 ; 5.262378E-03
 2.137000E-01 ; 5.268280E-03
 2.138000E-01 ; 5.265103E-03
 2.139000E-01 ; 5.252872E-03
 2.140000E-01 ; 5.231662E-03
 2.141000E-01 ; 5.201589E-03
 2.142000E-01 ; 5.162811E-03
 2.143000E-01 ; 5.115528E-03
 2.144000E-01 ; 5.059977E-03
 2.145000E-01 ; 4.996429E-03
 2.146000E-01 ; 4.925185E-03
 2.147000E-01 ; 4.846571E-03
 2.148000E-01 ; 4.760939E-03
 2.149000E-01 ; 4.668655E-03
 2.150000E-01 ; 4.570099E-03
 2.151000E-01 ; 4.465662E-03
 2.152000E-01 ; 4.355739E-03
 2.153000E-01 ; 4.240724E-03
 2.154000E-01 ; 4.121013E-03
 2.155000E-01 ; 3.996991E-03
 2.156000E-01 ; 3.869037E-03
 2.157000E-01 ; 3.737518E-03
 2.158000E-01 ; 3.602786E-03
 2.159000E-01 ; 3.465178E-03
 2.160000E-01 ; 3.325014E-03
 2.161000E-01 ; 3.182593E-03
 2.162000E-01 ; 3.038197E-03
 2.163000E-01 ; 2.892087E-03
 2.164000E-01 ; 2.744504E-03
 2.165000E-01 ; 2.595668E-03
 2.166000E-01 ; 2.445780E-03
 2.167000E-01 ; 2.295020E-03
 2.168000E-01 ; 2.143549E-03
 2.169000E-01 ; 1.991513E-03
 2.170000E-01 ; 1.839036E-03
 2.171000E-01 ; 1.686228E-03
 2.172000E-01 ; 1.533184E-03
 2.173000E-01 ; 1.379985E-03
 2.174000E-01 ; 1.226698E-03
 2.175000E-01 ; 1.073380E-03
 2.176000E-01 ; 9.200749E-04
 2.177000E-01 ; 7.668205E-04
 2.178000E-01 ; 6.136455E-04
 2.179000E-01 ; 4.605720E-04
 2.180000E-01 ; 3.076174E-04
 2.181000E-01 ; 1.547949E-04
 2.182000E-01 ; 2.115404E-06
 2.183000E-01 ;-1.504116E-04
 2.184000E-01 ;-3.027766E-04
 2.185000E-01 ;-4.549688E-04
 2.186000E-01 ;-6.069746E-04
 2.187000E-01 ;-7.587771E-04
 2.188000E-01 ;-9.103538E-04
 2.189000E-01 ;-1.061676E-03
 2.190000E-01 ;-1.212709E-03
 2.191000E-01 ;-1.363406E-03
 2.192000E-01 ;-1.513714E-03
 2.193000E-01 ;-1.663567E-03
 2.194000E-01 ;-1.812888E-03
 2.195000E-01 ;-1.961587E-03
 2.196000E-01 ;-2.109558E-03
 2.197000E-01 ;-2.256682E-03
 2.198000E-01 ;-2.402825E-03
 2.199000E-01 ;-2.547835E-03
 2.200000E-01 ;-2.691543E-03
 2.201000E-01 ;-2.833764E-03
 2.202000E-01 ;-2.974295E-03
 2.203000E-01 ;-3.112914E-03
 2.204000E-01 ;-3.249385E-03
 2.205000E-01 ;-3.383451E-03
 2.206000E-01 ;-3.514841E-03
 2.207000E-01 ;-3.643269E-03
 2.208000E-01 ;-3.768433E-03
 2.209000E-01 ;-3.890020E-03
 2.210000E-01 ;-4.007705E-03
 2.211000E-01 ;-4.121156E-03
 2.212000E-01 ;-4.230032E-03
 2.213000E-01 ;-4.333991E-03
 2.214000E-01 ;-4.432690E-03
 2.215000E-01 ;-4.525787E-03
 2.216000E-01 ;-4.612948E-03
 2.217000E-01 ;-4.693848E-03
 2.218000E-01 ;-4.768174E-03
 2.219000E-01 ;-4.835631E-03
 2.220000E-01 ;-4.895943E-03
 2.221000E-01 ;-4.948859E-03
 2.222000E-01 ;-4.994155E-03
 2.223000E-01 ;-5.031635E-03
 2.224000E-01 ;-5.061139E-03
 2.225000E-01 ;-5.082540E-03
 2.226000E-01 ;-5.095746E-03
 2.227000E-01 ;-5.100707E-03
 2.228000E-01 ;-5.097408E-03
 2.229000E-01 ;-5.085874E-03
 2.230000E-01 ;-5.066171E-03
 2.231000E-01 ;-5.038400E-03
 2.232000E-01 ;-5.002699E-03
 2.233000E-01 ;-4.959242E-03
 2.234000E-01 ;-4.908233E-03
 2.235000E-01 ;-4.849907E-03
 2.236000E-01 ;-4.784524E-03
 2.237000E-01 ;-4.712369E-03
 2.238000E-01 ;-4.633746E-03
 2.239000E-01 ;-4.548974E-03
 2.240000E-01 ;-4.458386E-03
 2.241000E-01 ;-4.362322E-03
 2.242000E-01 ;-4.261131E-03
 2.243000E-01 ;-4.155159E-03
 2.244000E-01 ;-4.044757E-03
 2.245000E-01 ;-3.930267E-03
 2.246000E-01 ;-3.812027E-03
 2.247000E-01 ;-3.690366E-03
 2.248000E-01 ;-3.565601E-03
 2.249000E-01 ;-3.438038E-03
 2.250000E-01 ;-3.307968E-03
 2.251000E-01 ;-3.175667E-03
 2.252000E-01 ;-3.041393E-03
 2.253000E-01 ;-2.905389E-03
 2.254000E-01 ;-2.767881E-03
 2.255000E-01 ;-2.629078E-03
 2.256000E-01 ;-2.489169E-03
 2.257000E-01 ;-2.348328E-03
 2.258000E-01 ;-2.206713E-03
 2.259000E-01 ;-2.064464E-03
 2.260000E-01 ;-1.921708E-03
 2.261000E-01 ;-1.778554E-03
 2.262000E-01 ;-1.635099E-03
 2.263000E-01 ;-1.491428E-03
 2.264000E-01 ;-1.347612E-03
 2.265000E-01 ;-1.203711E-03
 2.266000E-01 ;-1.059777E-03
 2.267000E-01 ;-9.158514E-04
 2.268000E-01 ;-7.719677E-04
 2.269000E-01 ;-6.281532E-04
 2.270000E-01 ;-4.844293E-04
 2.271000E-01 ;-3.408125E-04
 2.272000E-01 ;-1.973159E-04
 2.273000E-01 ;-5.395015E-05
 2.274000E-01 ; 8.927563E-05
 2.275000E-01 ; 2.323527E-04
 2.276000E-01 ; 3.752715E-04
 2.277000E-01 ; 5.180210E-04
 2.278000E-01 ; 6.605872E-04
 2.279000E-01 ; 8.029522E-04
 2.280000E-01 ; 9.450935E-04
 2.281000E-01 ; 1.086983E-03
 2.282000E-01 ; 1.228585E-03
 2.283000E-01 ; 1.369856E-03
 2.284000E-01 ; 1.510746E-03
 2.285000E-01 ; 1.651192E-03
 2.286000E-01 ; 1.791123E-03
 2.287000E-01 ; 1.930455E-03
 2.288000E-01 ; 2.069094E-03
 2.289000E-01 ; 2.206930E-03
 2.290000E-01 ; 2.343843E-03
 2.291000E-01 ; 2.479697E-03
 2.292000E-01 ; 2.614341E-03
 2.293000E-01 ; 2.747612E-03
 2.294000E-01 ; 2.879328E-03
 2.295000E-01 ; 3.009297E-03
 2.296000E-01 ; 3.137307E-03
 2.297000E-01 ; 3.263136E-03
 2.298000E-01 ; 3.386546E-03
 2.299000E-01 ; 3.507287E-03
 2.300000E-01 ; 3.625094E-03
