"Rot.Freq.";"Mode 1";"Mode 2";"Mode 3";"Mode 4";"Mode 5";"Mode 6";"Mode 7";"Mode 8";"Mode 9";"Mode 10";"Mode 11";"Mode 12";"Mode 13";"Mode 14";"Mode 15";"Mode 16";"Mode 17";"Mode 18";"Mode 19";"Mode 20";"Mode 21";"Mode 22";"Mode 23";"Mode 24";"Mode 25";"Mode 26";"Mode 27";"Mode 28";"Mode 29";"Mode 30";"Mode 31";"Mode 32";"Mode 33";"Mode 34";"Mode 35";"Mode 36";"Mode 37";"Mode 38";"Mode 39";"Mode 40";"Mode 41";"Mode 42";"Mode 43";"Mode 44";"Mode 45";"Mode 46";"Mode 47";"Mode 48";"Mode 49";"Mode 50";"Mode 51";"Mode 52";"Mode 53";"Mode 54";"Mode 55";"Mode 56";"Mode 57";"Mode 58";"Mode 59";"Mode 60"
 1.033333E+02 ; 3.556148E+01 ;-3.556148E+01 ; 3.678916E+01 ;-3.678916E+01 ; 1.281062E+02 ;-1.281062E+02 ; 1.305407E+02 ;-1.305407E+02 ; 3.200675E+02 ;-3.200675E+02 ; 3.405223E+02 ;-3.405223E+02 ; 5.349872E+02 ;-5.349872E+02 ; 5.934519E+02 ;-5.934519E+02 ; 7.851956E+02 ;-7.851956E+02 ; 8.770667E+02 ;-8.770667E+02 ; 1.132251E+03 ;-1.132251E+03 ; 1.213463E+03 ;-1.213463E+03 ; 1.280099E+03 ;-1.280099E+03 ; 1.382883E+03 ;-1.382883E+03 ; 1.433373E+03 ;-1.433373E+03 ; 1.532157E+03 ;-1.532157E+03 ; 2.409793E+03 ;-2.409793E+03 ; 2.478746E+03 ;-2.478746E+03 ; 2.778035E+03 ;-2.778035E+03 ; 2.805124E+03 ;-2.805124E+03 ; 2.924941E+03 ;-2.924941E+03 ; 3.013572E+03 ;-3.013572E+03 ; 3.901275E+03 ;-3.901275E+03 ; 3.981375E+03 ;-3.981375E+03 ; 5.213602E+03 ;-5.213602E+03 ; 5.232324E+03 ;-5.232324E+03 ; 6.790946E+03 ;-6.790946E+03 ; 6.854025E+03 ;-6.854025E+03 ; 7.333421E+03 ;-7.333421E+03 ; 7.375833E+03 ;-7.375833E+03
 1.050000E+02 ; 3.555163E+01 ;-3.555163E+01 ; 3.679893E+01 ;-3.679893E+01 ; 1.280908E+02 ;-1.280908E+02 ; 1.305542E+02 ;-1.305542E+02 ; 3.199098E+02 ;-3.199098E+02 ; 3.406493E+02 ;-3.406493E+02 ; 5.345647E+02 ;-5.345647E+02 ; 5.938971E+02 ;-5.938971E+02 ; 7.845229E+02 ;-7.845229E+02 ; 8.777230E+02 ;-8.777230E+02 ; 1.132258E+03 ;-1.132258E+03 ; 1.213517E+03 ;-1.213517E+03 ; 1.279974E+03 ;-1.279974E+03 ; 1.383078E+03 ;-1.383078E+03 ; 1.432893E+03 ;-1.432893E+03 ; 1.532914E+03 ;-1.532914E+03 ; 2.409623E+03 ;-2.409623E+03 ; 2.478941E+03 ;-2.478941E+03 ; 2.777839E+03 ;-2.777839E+03 ; 2.805361E+03 ;-2.805361E+03 ; 2.924907E+03 ;-2.924907E+03 ; 3.013647E+03 ;-3.013647E+03 ; 3.900676E+03 ;-3.900676E+03 ; 3.982012E+03 ;-3.982012E+03 ; 5.213455E+03 ;-5.213455E+03 ; 5.232479E+03 ;-5.232479E+03 ; 6.790636E+03 ;-6.790636E+03 ; 6.854350E+03 ;-6.854350E+03 ; 7.333257E+03 ;-7.333257E+03 ; 7.376000E+03 ;-7.376000E+03
 1.066667E+02 ; 3.554178E+01 ;-3.554178E+01 ; 3.680869E+01 ;-3.680869E+01 ; 1.280753E+02 ;-1.280753E+02 ; 1.305677E+02 ;-1.305677E+02 ; 3.197517E+02 ;-3.197517E+02 ; 3.407763E+02 ;-3.407763E+02 ; 5.341420E+02 ;-5.341420E+02 ; 5.943429E+02 ;-5.943429E+02 ; 7.838496E+02 ;-7.838496E+02 ; 8.783795E+02 ;-8.783795E+02 ; 1.132266E+03 ;-1.132266E+03 ; 1.213571E+03 ;-1.213571E+03 ; 1.279848E+03 ;-1.279848E+03 ; 1.383274E+03 ;-1.383274E+03 ; 1.432415E+03 ;-1.432415E+03 ; 1.533675E+03 ;-1.533675E+03 ; 2.409451E+03 ;-2.409451E+03 ; 2.479138E+03 ;-2.479138E+03 ; 2.777644E+03 ;-2.777644E+03 ; 2.805599E+03 ;-2.805599E+03 ; 2.924872E+03 ;-2.924872E+03 ; 3.013723E+03 ;-3.013723E+03 ; 3.900078E+03 ;-3.900078E+03 ; 3.982650E+03 ;-3.982650E+03 ; 5.213307E+03 ;-5.213307E+03 ; 5.232633E+03 ;-5.232633E+03 ; 6.790324E+03 ;-6.790324E+03 ; 6.854678E+03 ;-6.854678E+03 ; 7.333092E+03 ;-7.333092E+03 ; 7.376168E+03 ;-7.376168E+03
 1.083333E+02 ; 3.553193E+01 ;-3.553193E+01 ; 3.681846E+01 ;-3.681846E+01 ; 1.280597E+02 ;-1.280597E+02 ; 1.305813E+02 ;-1.305813E+02 ; 3.195930E+02 ;-3.195930E+02 ; 3.409034E+02 ;-3.409034E+02 ; 5.337192E+02 ;-5.337192E+02 ; 5.947891E+02 ;-5.947891E+02 ; 7.831759E+02 ;-7.831759E+02 ; 8.790361E+02 ;-8.790361E+02 ; 1.132274E+03 ;-1.132274E+03 ; 1.213627E+03 ;-1.213627E+03 ; 1.279720E+03 ;-1.279720E+03 ; 1.383472E+03 ;-1.383472E+03 ; 1.431938E+03 ;-1.431938E+03 ; 1.534439E+03 ;-1.534439E+03 ; 2.409276E+03 ;-2.409276E+03 ; 2.479337E+03 ;-2.479337E+03 ; 2.777448E+03 ;-2.777448E+03 ; 2.805837E+03 ;-2.805837E+03 ; 2.924836E+03 ;-2.924836E+03 ; 3.013800E+03 ;-3.013800E+03 ; 3.899479E+03 ;-3.899479E+03 ; 3.983289E+03 ;-3.983289E+03 ; 5.213159E+03 ;-5.213159E+03 ; 5.232788E+03 ;-5.232788E+03 ; 6.790010E+03 ;-6.790010E+03 ; 6.855008E+03 ;-6.855008E+03 ; 7.332924E+03 ;-7.332924E+03 ; 7.376338E+03 ;-7.376338E+03
 1.100000E+02 ; 3.552208E+01 ;-3.552208E+01 ; 3.682823E+01 ;-3.682823E+01 ; 1.280441E+02 ;-1.280441E+02 ; 1.305949E+02 ;-1.305949E+02 ; 3.194339E+02 ;-3.194339E+02 ; 3.410305E+02 ;-3.410305E+02 ; 5.332962E+02 ;-5.332962E+02 ; 5.952358E+02 ;-5.952358E+02 ; 7.825018E+02 ;-7.825018E+02 ; 8.796927E+02 ;-8.796927E+02 ; 1.132282E+03 ;-1.132282E+03 ; 1.213683E+03 ;-1.213683E+03 ; 1.279591E+03 ;-1.279591E+03 ; 1.383671E+03 ;-1.383671E+03 ; 1.431464E+03 ;-1.431464E+03 ; 1.535207E+03 ;-1.535207E+03 ; 2.409100E+03 ;-2.409100E+03 ; 2.479538E+03 ;-2.479538E+03 ; 2.777253E+03 ;-2.777253E+03 ; 2.806076E+03 ;-2.806076E+03 ; 2.924800E+03 ;-2.924800E+03 ; 3.013878E+03 ;-3.013878E+03 ; 3.898881E+03 ;-3.898881E+03 ; 3.983928E+03 ;-3.983928E+03 ; 5.213012E+03 ;-5.213012E+03 ; 5.232942E+03 ;-5.232942E+03 ; 6.789694E+03 ;-6.789694E+03 ; 6.855341E+03 ;-6.855341E+03 ; 7.332756E+03 ;-7.332756E+03 ; 7.376509E+03 ;-7.376509E+03
 1.116667E+02 ; 3.551223E+01 ;-3.551223E+01 ; 3.683800E+01 ;-3.683800E+01 ; 1.280284E+02 ;-1.280284E+02 ; 1.306085E+02 ;-1.306085E+02 ; 3.192742E+02 ;-3.192742E+02 ; 3.411576E+02 ;-3.411576E+02 ; 5.328731E+02 ;-5.328731E+02 ; 5.956830E+02 ;-5.956830E+02 ; 7.818273E+02 ;-7.818273E+02 ; 8.803493E+02 ;-8.803493E+02 ; 1.132290E+03 ;-1.132290E+03 ; 1.213740E+03 ;-1.213740E+03 ; 1.279461E+03 ;-1.279461E+03 ; 1.383872E+03 ;-1.383872E+03 ; 1.430991E+03 ;-1.430991E+03 ; 1.535980E+03 ;-1.535980E+03 ; 2.408923E+03 ;-2.408923E+03 ; 2.479742E+03 ;-2.479742E+03 ; 2.777058E+03 ;-2.777058E+03 ; 2.806315E+03 ;-2.806315E+03 ; 2.924763E+03 ;-2.924763E+03 ; 3.013957E+03 ;-3.013957E+03 ; 3.898282E+03 ;-3.898282E+03 ; 3.984568E+03 ;-3.984568E+03 ; 5.212864E+03 ;-5.212864E+03 ; 5.233097E+03 ;-5.233097E+03 ; 6.789376E+03 ;-6.789376E+03 ; 6.855675E+03 ;-6.855675E+03 ; 7.332585E+03 ;-7.332585E+03 ; 7.376682E+03 ;-7.376682E+03
 1.133333E+02 ; 3.550237E+01 ;-3.550237E+01 ; 3.684776E+01 ;-3.684776E+01 ; 1.280126E+02 ;-1.280126E+02 ; 1.306222E+02 ;-1.306222E+02 ; 3.191141E+02 ;-3.191141E+02 ; 3.412848E+02 ;-3.412848E+02 ; 5.324499E+02 ;-5.324499E+02 ; 5.961306E+02 ;-5.961306E+02 ; 7.811525E+02 ;-7.811525E+02 ; 8.810058E+02 ;-8.810058E+02 ; 1.132298E+03 ;-1.132298E+03 ; 1.213797E+03 ;-1.213797E+03 ; 1.279329E+03 ;-1.279329E+03 ; 1.384073E+03 ;-1.384073E+03 ; 1.430521E+03 ;-1.430521E+03 ; 1.536755E+03 ;-1.536755E+03 ; 2.408743E+03 ;-2.408743E+03 ; 2.479947E+03 ;-2.479947E+03 ; 2.776863E+03 ;-2.776863E+03 ; 2.806554E+03 ;-2.806554E+03 ; 2.924726E+03 ;-2.924726E+03 ; 3.014038E+03 ;-3.014038E+03 ; 3.897683E+03 ;-3.897683E+03 ; 3.985208E+03 ;-3.985208E+03 ; 5.212717E+03 ;-5.212717E+03 ; 5.233252E+03 ;-5.233252E+03 ; 6.789056E+03 ;-6.789056E+03 ; 6.856012E+03 ;-6.856012E+03 ; 7.332414E+03 ;-7.332414E+03 ; 7.376857E+03 ;-7.376857E+03
 1.150000E+02 ; 3.549251E+01 ;-3.549251E+01 ; 3.685753E+01 ;-3.685753E+01 ; 1.279968E+02 ;-1.279968E+02 ; 1.306359E+02 ;-1.306359E+02 ; 3.189534E+02 ;-3.189534E+02 ; 3.414119E+02 ;-3.414119E+02 ; 5.320267E+02 ;-5.320267E+02 ; 5.965786E+02 ;-5.965786E+02 ; 7.804775E+02 ;-7.804775E+02 ; 8.816623E+02 ;-8.816623E+02 ; 1.132306E+03 ;-1.132306E+03 ; 1.213856E+03 ;-1.213856E+03 ; 1.279195E+03 ;-1.279195E+03 ; 1.384276E+03 ;-1.384276E+03 ; 1.430054E+03 ;-1.430054E+03 ; 1.537535E+03 ;-1.537535E+03 ; 2.408562E+03 ;-2.408562E+03 ; 2.480155E+03 ;-2.480155E+03 ; 2.776669E+03 ;-2.776669E+03 ; 2.806794E+03 ;-2.806794E+03 ; 2.924689E+03 ;-2.924689E+03 ; 3.014119E+03 ;-3.014119E+03 ; 3.897085E+03 ;-3.897085E+03 ; 3.985850E+03 ;-3.985850E+03 ; 5.212569E+03 ;-5.212569E+03 ; 5.233407E+03 ;-5.233407E+03 ; 6.788735E+03 ;-6.788735E+03 ; 6.856351E+03 ;-6.856351E+03 ; 7.332240E+03 ;-7.332240E+03 ; 7.377033E+03 ;-7.377033E+03
 1.166667E+02 ; 3.548266E+01 ;-3.548266E+01 ; 3.686730E+01 ;-3.686730E+01 ; 1.279809E+02 ;-1.279809E+02 ; 1.306497E+02 ;-1.306497E+02 ; 3.187924E+02 ;-3.187924E+02 ; 3.415390E+02 ;-3.415390E+02 ; 5.316033E+02 ;-5.316033E+02 ; 5.970270E+02 ;-5.970270E+02 ; 7.798022E+02 ;-7.798022E+02 ; 8.823186E+02 ;-8.823186E+02 ; 1.132314E+03 ;-1.132314E+03 ; 1.213915E+03 ;-1.213915E+03 ; 1.279061E+03 ;-1.279061E+03 ; 1.384479E+03 ;-1.384479E+03 ; 1.429589E+03 ;-1.429589E+03 ; 1.538318E+03 ;-1.538318E+03 ; 2.408379E+03 ;-2.408379E+03 ; 2.480365E+03 ;-2.480365E+03 ; 2.776474E+03 ;-2.776474E+03 ; 2.807034E+03 ;-2.807034E+03 ; 2.924650E+03 ;-2.924650E+03 ; 3.014202E+03 ;-3.014202E+03 ; 3.896486E+03 ;-3.896486E+03 ; 3.986491E+03 ;-3.986491E+03 ; 5.212422E+03 ;-5.212422E+03 ; 5.233562E+03 ;-5.233562E+03 ; 6.788411E+03 ;-6.788411E+03 ; 6.856692E+03 ;-6.856692E+03 ; 7.332065E+03 ;-7.332065E+03 ; 7.377210E+03 ;-7.377210E+03
 1.183333E+02 ; 3.547280E+01 ;-3.547280E+01 ; 3.687707E+01 ;-3.687707E+01 ; 1.279649E+02 ;-1.279649E+02 ; 1.306635E+02 ;-1.306635E+02 ; 3.186308E+02 ;-3.186308E+02 ; 3.416661E+02 ;-3.416661E+02 ; 5.311800E+02 ;-5.311800E+02 ; 5.974758E+02 ;-5.974758E+02 ; 7.791267E+02 ;-7.791267E+02 ; 8.829747E+02 ;-8.829747E+02 ; 1.132323E+03 ;-1.132323E+03 ; 1.213975E+03 ;-1.213975E+03 ; 1.278924E+03 ;-1.278924E+03 ; 1.384683E+03 ;-1.384683E+03 ; 1.429127E+03 ;-1.429127E+03 ; 1.539104E+03 ;-1.539104E+03 ; 2.408194E+03 ;-2.408194E+03 ; 2.480577E+03 ;-2.480577E+03 ; 2.776280E+03 ;-2.776280E+03 ; 2.807274E+03 ;-2.807274E+03 ; 2.924612E+03 ;-2.924612E+03 ; 3.014286E+03 ;-3.014286E+03 ; 3.895887E+03 ;-3.895887E+03 ; 3.987134E+03 ;-3.987134E+03 ; 5.212275E+03 ;-5.212275E+03 ; 5.233717E+03 ;-5.233717E+03 ; 6.788085E+03 ;-6.788085E+03 ; 6.857035E+03 ;-6.857035E+03 ; 7.331889E+03 ;-7.331889E+03 ; 7.377390E+03 ;-7.377390E+03
 1.200000E+02 ; 3.546294E+01 ;-3.546294E+01 ; 3.688684E+01 ;-3.688684E+01 ; 1.279489E+02 ;-1.279489E+02 ; 1.306773E+02 ;-1.306773E+02 ; 3.184688E+02 ;-3.184688E+02 ; 3.417932E+02 ;-3.417932E+02 ; 5.307565E+02 ;-5.307565E+02 ; 5.979250E+02 ;-5.979250E+02 ; 7.784510E+02 ;-7.784510E+02 ; 8.836307E+02 ;-8.836307E+02 ; 1.132331E+03 ;-1.132331E+03 ; 1.214036E+03 ;-1.214036E+03 ; 1.278787E+03 ;-1.278787E+03 ; 1.384887E+03 ;-1.384887E+03 ; 1.428668E+03 ;-1.428668E+03 ; 1.539894E+03 ;-1.539894E+03 ; 2.408008E+03 ;-2.408008E+03 ; 2.480791E+03 ;-2.480791E+03 ; 2.776086E+03 ;-2.776086E+03 ; 2.807516E+03 ;-2.807516E+03 ; 2.924573E+03 ;-2.924573E+03 ; 3.014372E+03 ;-3.014372E+03 ; 3.895288E+03 ;-3.895288E+03 ; 3.987777E+03 ;-3.987777E+03 ; 5.212128E+03 ;-5.212128E+03 ; 5.233872E+03 ;-5.233872E+03 ; 6.787758E+03 ;-6.787758E+03 ; 6.857380E+03 ;-6.857380E+03 ; 7.331712E+03 ;-7.331712E+03 ; 7.377570E+03 ;-7.377570E+03
 1.216667E+02 ; 3.545307E+01 ;-3.545307E+01 ; 3.689661E+01 ;-3.689661E+01 ; 1.279328E+02 ;-1.279328E+02 ; 1.306911E+02 ;-1.306911E+02 ; 3.183064E+02 ;-3.183064E+02 ; 3.419202E+02 ;-3.419202E+02 ; 5.303331E+02 ;-5.303331E+02 ; 5.983745E+02 ;-5.983745E+02 ; 7.777751E+02 ;-7.777751E+02 ; 8.842864E+02 ;-8.842864E+02 ; 1.132340E+03 ;-1.132340E+03 ; 1.214098E+03 ;-1.214098E+03 ; 1.278648E+03 ;-1.278648E+03 ; 1.385091E+03 ;-1.385091E+03 ; 1.428213E+03 ;-1.428213E+03 ; 1.540687E+03 ;-1.540687E+03 ; 2.407820E+03 ;-2.407820E+03 ; 2.481007E+03 ;-2.481007E+03 ; 2.775893E+03 ;-2.775893E+03 ; 2.807757E+03 ;-2.807757E+03 ; 2.924533E+03 ;-2.924533E+03 ; 3.014458E+03 ;-3.014458E+03 ; 3.894690E+03 ;-3.894690E+03 ; 3.988421E+03 ;-3.988421E+03 ; 5.211980E+03 ;-5.211980E+03 ; 5.234027E+03 ;-5.234027E+03 ; 6.787430E+03 ;-6.787430E+03 ; 6.857727E+03 ;-6.857727E+03 ; 7.331533E+03 ;-7.331533E+03 ; 7.377752E+03 ;-7.377752E+03
 1.233333E+02 ; 3.544321E+01 ;-3.544321E+01 ; 3.690638E+01 ;-3.690638E+01 ; 1.279167E+02 ;-1.279167E+02 ; 1.307050E+02 ;-1.307050E+02 ; 3.181436E+02 ;-3.181436E+02 ; 3.420472E+02 ;-3.420472E+02 ; 5.299097E+02 ;-5.299097E+02 ; 5.988243E+02 ;-5.988243E+02 ; 7.770992E+02 ;-7.770992E+02 ; 8.849418E+02 ;-8.849418E+02 ; 1.132348E+03 ;-1.132348E+03 ; 1.214161E+03 ;-1.214161E+03 ; 1.278508E+03 ;-1.278508E+03 ; 1.385296E+03 ;-1.385296E+03 ; 1.427761E+03 ;-1.427761E+03 ; 1.541484E+03 ;-1.541484E+03 ; 2.407630E+03 ;-2.407630E+03 ; 2.481225E+03 ;-2.481225E+03 ; 2.775700E+03 ;-2.775700E+03 ; 2.807999E+03 ;-2.807999E+03 ; 2.924493E+03 ;-2.924493E+03 ; 3.014545E+03 ;-3.014545E+03 ; 3.894091E+03 ;-3.894091E+03 ; 3.989065E+03 ;-3.989065E+03 ; 5.211833E+03 ;-5.211833E+03 ; 5.234182E+03 ;-5.234182E+03 ; 6.787099E+03 ;-6.787099E+03 ; 6.858076E+03 ;-6.858076E+03 ; 7.331352E+03 ;-7.331352E+03 ; 7.377935E+03 ;-7.377935E+03
 1.250000E+02 ; 3.543335E+01 ;-3.543335E+01 ; 3.691615E+01 ;-3.691615E+01 ; 1.279004E+02 ;-1.279004E+02 ; 1.307189E+02 ;-1.307189E+02 ; 3.179803E+02 ;-3.179803E+02 ; 3.421742E+02 ;-3.421742E+02 ; 5.294863E+02 ;-5.294863E+02 ; 5.992745E+02 ;-5.992745E+02 ; 7.764232E+02 ;-7.764232E+02 ; 8.855969E+02 ;-8.855969E+02 ; 1.132357E+03 ;-1.132357E+03 ; 1.214224E+03 ;-1.214224E+03 ; 1.278366E+03 ;-1.278366E+03 ; 1.385501E+03 ;-1.385501E+03 ; 1.427313E+03 ;-1.427313E+03 ; 1.542283E+03 ;-1.542283E+03 ; 2.407439E+03 ;-2.407439E+03 ; 2.481445E+03 ;-2.481445E+03 ; 2.775507E+03 ;-2.775507E+03 ; 2.808241E+03 ;-2.808241E+03 ; 2.924453E+03 ;-2.924453E+03 ; 3.014634E+03 ;-3.014634E+03 ; 3.893492E+03 ;-3.893492E+03 ; 3.989710E+03 ;-3.989710E+03 ; 5.211686E+03 ;-5.211686E+03 ; 5.234338E+03 ;-5.234338E+03 ; 6.786767E+03 ;-6.786767E+03 ; 6.858426E+03 ;-6.858426E+03 ; 7.331171E+03 ;-7.331171E+03 ; 7.378120E+03 ;-7.378120E+03
 1.266667E+02 ; 3.542348E+01 ;-3.542348E+01 ; 3.692592E+01 ;-3.692592E+01 ; 1.278842E+02 ;-1.278842E+02 ; 1.307329E+02 ;-1.307329E+02 ; 3.178166E+02 ;-3.178166E+02 ; 3.423011E+02 ;-3.423011E+02 ; 5.290629E+02 ;-5.290629E+02 ; 5.997249E+02 ;-5.997249E+02 ; 7.757471E+02 ;-7.757471E+02 ; 8.862517E+02 ;-8.862517E+02 ; 1.132366E+03 ;-1.132366E+03 ; 1.214288E+03 ;-1.214288E+03 ; 1.278223E+03 ;-1.278223E+03 ; 1.385705E+03 ;-1.385705E+03 ; 1.426868E+03 ;-1.426868E+03 ; 1.543086E+03 ;-1.543086E+03 ; 2.407247E+03 ;-2.407247E+03 ; 2.481667E+03 ;-2.481667E+03 ; 2.775314E+03 ;-2.775314E+03 ; 2.808484E+03 ;-2.808484E+03 ; 2.924411E+03 ;-2.924411E+03 ; 3.014724E+03 ;-3.014724E+03 ; 3.892894E+03 ;-3.892894E+03 ; 3.990355E+03 ;-3.990355E+03 ; 5.211539E+03 ;-5.211539E+03 ; 5.234493E+03 ;-5.234493E+03 ; 6.786434E+03 ;-6.786434E+03 ; 6.858779E+03 ;-6.858779E+03 ; 7.330988E+03 ;-7.330988E+03 ; 7.378306E+03 ;-7.378306E+03
 1.283333E+02 ; 3.541361E+01 ;-3.541361E+01 ; 3.693568E+01 ;-3.693568E+01 ; 1.278679E+02 ;-1.278679E+02 ; 1.307468E+02 ;-1.307468E+02 ; 3.176525E+02 ;-3.176525E+02 ; 3.424279E+02 ;-3.424279E+02 ; 5.286396E+02 ;-5.286396E+02 ; 6.001756E+02 ;-6.001756E+02 ; 7.750710E+02 ;-7.750710E+02 ; 8.869061E+02 ;-8.869061E+02 ; 1.132375E+03 ;-1.132375E+03 ; 1.214353E+03 ;-1.214353E+03 ; 1.278079E+03 ;-1.278079E+03 ; 1.385909E+03 ;-1.385909E+03 ; 1.426429E+03 ;-1.426429E+03 ; 1.543892E+03 ;-1.543892E+03 ; 2.407052E+03 ;-2.407052E+03 ; 2.481890E+03 ;-2.481890E+03 ; 2.775121E+03 ;-2.775121E+03 ; 2.808727E+03 ;-2.808727E+03 ; 2.924370E+03 ;-2.924370E+03 ; 3.014815E+03 ;-3.014815E+03 ; 3.892295E+03 ;-3.892295E+03 ; 3.991001E+03 ;-3.991001E+03 ; 5.211392E+03 ;-5.211392E+03 ; 5.234648E+03 ;-5.234648E+03 ; 6.786099E+03 ;-6.786099E+03 ; 6.859133E+03 ;-6.859133E+03 ; 7.330804E+03 ;-7.330804E+03 ; 7.378493E+03 ;-7.378493E+03
 1.300000E+02 ; 3.540375E+01 ;-3.540375E+01 ; 3.694545E+01 ;-3.694545E+01 ; 1.278515E+02 ;-1.278515E+02 ; 1.307608E+02 ;-1.307608E+02 ; 3.174881E+02 ;-3.174881E+02 ; 3.425547E+02 ;-3.425547E+02 ; 5.282163E+02 ;-5.282163E+02 ; 6.006266E+02 ;-6.006266E+02 ; 7.743948E+02 ;-7.743948E+02 ; 8.875600E+02 ;-8.875600E+02 ; 1.132384E+03 ;-1.132384E+03 ; 1.214419E+03 ;-1.214419E+03 ; 1.277934E+03 ;-1.277934E+03 ; 1.386112E+03 ;-1.386112E+03 ; 1.425993E+03 ;-1.425993E+03 ; 1.544702E+03 ;-1.544702E+03 ; 2.406857E+03 ;-2.406857E+03 ; 2.482116E+03 ;-2.482116E+03 ; 2.774929E+03 ;-2.774929E+03 ; 2.808971E+03 ;-2.808971E+03 ; 2.924328E+03 ;-2.924328E+03 ; 3.014907E+03 ;-3.014907E+03 ; 3.891697E+03 ;-3.891697E+03 ; 3.991648E+03 ;-3.991648E+03 ; 5.211245E+03 ;-5.211245E+03 ; 5.234804E+03 ;-5.234804E+03 ; 6.785763E+03 ;-6.785763E+03 ; 6.859488E+03 ;-6.859488E+03 ; 7.330619E+03 ;-7.330619E+03 ; 7.378682E+03 ;-7.378682E+03
 1.316667E+02 ; 3.539388E+01 ;-3.539388E+01 ; 3.695522E+01 ;-3.695522E+01 ; 1.278351E+02 ;-1.278351E+02 ; 1.307748E+02 ;-1.307748E+02 ; 3.173232E+02 ;-3.173232E+02 ; 3.426814E+02 ;-3.426814E+02 ; 5.277931E+02 ;-5.277931E+02 ; 6.010779E+02 ;-6.010779E+02 ; 7.737187E+02 ;-7.737187E+02 ; 8.882136E+02 ;-8.882136E+02 ; 1.132393E+03 ;-1.132393E+03 ; 1.214486E+03 ;-1.214486E+03 ; 1.277787E+03 ;-1.277787E+03 ; 1.386314E+03 ;-1.386314E+03 ; 1.425563E+03 ;-1.425563E+03 ; 1.545514E+03 ;-1.545514E+03 ; 2.406660E+03 ;-2.406660E+03 ; 2.482343E+03 ;-2.482343E+03 ; 2.774737E+03 ;-2.774737E+03 ; 2.809215E+03 ;-2.809215E+03 ; 2.924285E+03 ;-2.924285E+03 ; 3.015000E+03 ;-3.015000E+03 ; 3.891098E+03 ;-3.891098E+03 ; 3.992295E+03 ;-3.992295E+03 ; 5.211098E+03 ;-5.211098E+03 ; 5.234959E+03 ;-5.234959E+03 ; 6.785426E+03 ;-6.785426E+03 ; 6.859845E+03 ;-6.859845E+03 ; 7.330432E+03 ;-7.330432E+03 ; 7.378871E+03 ;-7.378871E+03
 1.333333E+02 ; 3.538401E+01 ;-3.538401E+01 ; 3.696499E+01 ;-3.696499E+01 ; 1.278186E+02 ;-1.278186E+02 ; 1.307888E+02 ;-1.307888E+02 ; 3.171579E+02 ;-3.171579E+02 ; 3.428080E+02 ;-3.428080E+02 ; 5.273699E+02 ;-5.273699E+02 ; 6.015294E+02 ;-6.015294E+02 ; 7.730427E+02 ;-7.730427E+02 ; 8.888667E+02 ;-8.888667E+02 ; 1.132402E+03 ;-1.132402E+03 ; 1.214553E+03 ;-1.214553E+03 ; 1.277640E+03 ;-1.277640E+03 ; 1.386515E+03 ;-1.386515E+03 ; 1.425137E+03 ;-1.425137E+03 ; 1.546329E+03 ;-1.546329E+03 ; 2.406461E+03 ;-2.406461E+03 ; 2.482572E+03 ;-2.482572E+03 ; 2.774545E+03 ;-2.774545E+03 ; 2.809459E+03 ;-2.809459E+03 ; 2.924242E+03 ;-2.924242E+03 ; 3.015095E+03 ;-3.015095E+03 ; 3.890500E+03 ;-3.890500E+03 ; 3.992942E+03 ;-3.992942E+03 ; 5.210951E+03 ;-5.210951E+03 ; 5.235115E+03 ;-5.235115E+03 ; 6.785087E+03 ;-6.785087E+03 ; 6.860204E+03 ;-6.860204E+03 ; 7.330245E+03 ;-7.330245E+03 ; 7.379062E+03 ;-7.379062E+03
 1.350000E+02 ; 3.537413E+01 ;-3.537413E+01 ; 3.697476E+01 ;-3.697476E+01 ; 1.278020E+02 ;-1.278020E+02 ; 1.308028E+02 ;-1.308028E+02 ; 3.169923E+02 ;-3.169923E+02 ; 3.429345E+02 ;-3.429345E+02 ; 5.269468E+02 ;-5.269468E+02 ; 6.019811E+02 ;-6.019811E+02 ; 7.723667E+02 ;-7.723667E+02 ; 8.895193E+02 ;-8.895193E+02 ; 1.132411E+03 ;-1.132411E+03 ; 1.214622E+03 ;-1.214622E+03 ; 1.277490E+03 ;-1.277490E+03 ; 1.386715E+03 ;-1.386715E+03 ; 1.424717E+03 ;-1.424717E+03 ; 1.547148E+03 ;-1.547148E+03 ; 2.406262E+03 ;-2.406262E+03 ; 2.482803E+03 ;-2.482803E+03 ; 2.774353E+03 ;-2.774353E+03 ; 2.809704E+03 ;-2.809704E+03 ; 2.924199E+03 ;-2.924199E+03 ; 3.015190E+03 ;-3.015190E+03 ; 3.889902E+03 ;-3.889902E+03 ; 3.993591E+03 ;-3.993591E+03 ; 5.210805E+03 ;-5.210805E+03 ; 5.235270E+03 ;-5.235270E+03 ; 6.784747E+03 ;-6.784747E+03 ; 6.860564E+03 ;-6.860564E+03 ; 7.330056E+03 ;-7.330056E+03 ; 7.379254E+03 ;-7.379254E+03
